,StationId,R,Lat,Lng,toV_u30,frV_u30,toV_3060,frV_3060,toV_6090,frV_6090,toV_o90,frV_o90
2506,2750,4.967851637684614,10.818953,106.701069,0.0719705679466544,0.06415267877673028,0.4833295010347206,0.4352724764313635,0.29845941595769143,0.3214532076339388,0.10876063462865027,0.1690043688204185
2507,2749,5.226300372441025,10.819691,106.703333,0.06921131294550471,0.03449068751437112,0.47873074269947113,0.36583122556909636,0.3048976776270407,0.386985513911244,0.10945044837893769,0.20234536675097722
2508,2752,5.767892899285353,10.823148,106.707126,0.056334789606806164,0.044378017935157506,0.48562888020234535,0.3918142101632559,0.29799954012416646,0.36192228098413426,0.12324672338468613,0.16463554840193148
2509,2751,5.868497660675331,10.826098,106.706536,0.05219590710508163,0.050126465854219364,0.47413198436422166,0.40469073350195445,0.31064612554610255,0.3501954472292481,0.12600597838583583,0.15750747298229478
2510,2754,5.938267566074873,10.827932,106.706155,0.050356403770981835,0.013106461255461025,0.4458496206024373,0.24948263968728443,0.34030811680846174,0.4557369510232237,0.1262359163025983,0.23867555759944814
2511,2756,6.153242627946263,10.833464,106.704626,0.04805702460335709,0.019774660841572776,0.3911243964129685,0.2775350655323063,0.39365371349735573,0.4442400551851,0.12945504713727293,0.21591170383996322
2512,2630,5.068253332401274,10.8423,106.676211,0.08024833295010347,0.061393423775580595,0.48309956311795815,0.4198666360082778,0.3092664980455277,0.33547942055644975,0.08990572545412738,0.14532076339388364
2513,2627,5.233377388454349,10.845134,106.672064,0.08185789836744078,0.06898137502874224,0.45872614394113587,0.44286042768452516,0.324442400551851,0.3214532076339388,0.09795355254081398,0.12922510922051048
2514,4737,5.406400291715028,10.847321,106.669393,0.07978845711657852,0.07518969878132904,0.4575764543573235,0.44929868935387446,0.3184640147160267,0.3166245113819269,0.10738100712807543,0.12163715796734882
2515,2631,5.555179167603647,10.849165,106.666201,0.06231317544263049,0.06599218211083008,0.449068751437112,0.4336629110140262,0.33111060013796273,0.33915842722464934,0.1200275925500115,0.12324672338468613
